search_keyword;search_location;job_title;job_posting_link;company_name;short_description;location;posted_date;rating
jobs that pay $15-$30 an hour;Los Angeles;House Cleaner;https://indeed.com/company/Priority-Maids/jobs/House-Cleaner-0924f7bc19abc136?fccid=82cf8f9400697d41&vjs=3;Priority Maids;"
$23-$30 per hr depending on experience.
Must have your own vehicle & supplies.
Need cleaners in LOS ANGELES & surrounding areas.
Vacuum, sweep, and mop floors.
";Los Angeles, CA;Active 28 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Barista/Cashier;https://indeed.com/company/Coffee-First/jobs/Barista-4d21c4768239c8aa?fccid=f6873ad770f8fcff&vjs=3;Coffee First;"
The ideal candidate will have a passion for coffee and a commitment to providing excellent customer service.
Greet customers and take orders.
";Burbank, CA 91502;Active 11 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Eligibility Worker / Culver City;https://indeed.com/rc/clk?jk=59d49704227f9835&fccid=f5ae1caf5b34afce&vjs=3;Health Advocates;"
Our success is born from a very unique blend of resources, expertise, and an unwavering determination to identify coverage and recovery solutions on behalf of…
";Culver City, CA 90232;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Dishwasher;https://indeed.com/company/Beverly-Bar/jobs/Dishwasher-74cf4742fe2e692f?fccid=fc94b3c078110bfe&vjs=3;Beverly Bar;"
Beverly Bar restaurant in Beverly Hills is looking for full time and part time dishwashers to work lunch and dinner shifts.
Must be able to take direction.
";Beverly Hills, CA 90210;Today;
jobs that pay $15-$30 an hour;Los Angeles;Customer Service Representative - AIMS Specialist;https://indeed.com/company/Pandora-intl/jobs/Customer-Service-Representative-6ed510c955b6c2a2?fccid=a234bcc57d6fb8fb&vjs=3;Pandora intl;"
The candidate should also have a strong understanding of Microsoft Office, particularly Outlook and Excel.
Additionally, experience with Monday.com is a plus.
";Los Angeles, CA 90015 (Downtown area);Active Today;
jobs that pay $15-$30 an hour;Los Angeles;WEB DESIGNER;https://indeed.com/rc/clk?jk=7eb78df9cab890d5&fccid=005cb7e862008be9&vjs=3;Coalition Technologies;"
The most competitive profit-sharing bonus plan in the industry, paying up to 50% of company profits to full-time employees each month!
";Remote in Culver City, CA 90232;Today;
jobs that pay $15-$30 an hour;Los Angeles;Licensed Vocational Nurse;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0yWvS7addDkIY40wvSB_p_HfohA7Rb2AUzMFCzjDifFwaad9AA8M6FDx7l1tZxg3i_Hygjv2QxjVlMBNFx2IyHpdh3owaKkVi8l2pOZoiU1MWiDW2oFILGH6g-S2ebogIwXiIjVY00LKU6OWqjq3Y_pjPtCkD6dzHX8OOmNo1UrgRuYuU9DxLRKuM6NCp_au5SkC5qELKhRdFSAVudKermeQo33La3N8S1wGX20tfD68AtIIhtrBPXuPVGRQ6xzvUmFuwoxNlInkC0Ii5Y1nKPqSADrSueJpOeK0XEudHFtCzy3O9KB_8di8KJB8abNOPkpM2ZVEjFkfQgZQBdpMsff0y-WlTeut77hCIvi2NiPzQYRIsjSwq8Sc_uWGAt2yivTCkTqemTaADazIEm4uaH3xRx_k7ZV_GU-AQB4KM-P1hMsYeSpXuR8IpglBB0_hDxus8LBAopipgaQG_rZboEV2y1jGqEHh1ECp7B44Xkpm8mNDP3oNUpTHUHMC2hCTtVH8R12Z43jFEU9StTLiuU_ni5vfhW2vNnuzzgaYT8uIrGicinxTcFsZrGRl0gTA=&xkcb=SoAM-_M3ML6EOkxyqh0EbzkdCdPP&p=14&fvj=1&vjs=3;South Central Family Health Center;"
Director. The LVN provides nursing care to patients of all ages; from pediatric to geriatric, within the LVN scope of practices.
";Los Angeles, CA;Active 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cleaner;https://indeed.com/company/Simorgh-Service-Group-LLC./jobs/Cleaner-f528db73bee948f2?fccid=a2bf7bdb896763dc&vjs=3;Simorgh Service Group LLC.;"
Perform general cleaning duties to maintain cleanliness and hygiene standards.
Sweep, mop, and vacuum floors.
Dust and polish furniture and fixtures.
";Los Angeles, CA;Active 7 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Physical Therapy Aide/Receptionist;https://indeed.com/company/Good-Rehab-Physical-Therapy/jobs/Physical-Therapy-Aide-6ba46b95ee4017c8?fccid=bd9e918f9b1718dd&vjs=3;Good Rehab Physical Therapy;"
No prior experience is required as we are willing to train you and get you up to speed.
Bilingual in English and Spanish.
High school or equivalent (Preferred).
";Los Angeles, CA 90020 (Westlake area);Active 4 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Demands Assistant;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AW8fYbrrRQ4COt_sM_FkTcWC0GMvrMjmPOtRKiHuzK6T2fIJf0lCjJPCsLxmb8Ewe_1UFLChhSZf2T1JH5OSvVddEnv-TUSjJipSATEXdrzE6hPZFsuH0MGzwRwIw3GjzJ9ZamPKRlNz4BQvFUtORXBNR2wFyxW2xOnylFrZmzRkUQi9vhs_hOWXyiD6VNMes2gZtUDuI2kGbfRpBcx9b8rktxzFZoim6d0LWDlDX-yzJZS76OmbEYCYGCFQ-cvisPeWMHuXbOGfHpbck0Eq5G5RmMNBqLuRBA8CoS9rtkHJyeKqIv64qBzWxNhQlRhDnp4So31_Xfd_zXAws7RkqpSloOE9ee4G8imhHiP9jbXlsRZjjsUYk5OwIDiAVki50gpXZHVclzueBpIGutySd4UArvKUE04tMEecd4XfBED4i8NDQpYGkJCeA6uTjXKnS1GMyQ311yia2Lt0YthZKTKr0v9qa0qI31_qEZLZLRClSGpfXoSLaWfrHAj1PaQCyBn1PdPULbV8PhV69UkvvhxhByxygMKsHV5nPSALA5-53_62pgF81vC5ui1EgUYnlsy2VISGzsMOo9sLggOOEVKAriWaYPWWZ9Z0DrDFJSweWW-geiRrkxdWV8tYlArIa3Ma1LQN7petSjSZCjP2TdY8vEH4ReKzDyygFNHa81-8aDnYkUFUJ8vKKkcrGfCVzeGnPlOgQbCg==&xkcb=SoBY-_M3ML6BVdR8dR0IbzkdCdPP&p=2&fvj=0&vjs=3;Wilshire Law Firm Plc;"
Assisting with med pay demands and making sure all medical payments are in for liens.
As our *Demands Assistant*, you will have the opportunity to assist our …
";Los Angeles, CA 90010 (Westlake area);Posted 5 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Part Time Team Member;https://indeed.com/company/Lollicup-Fresh/jobs/Part-Time-Team-Member-c28d5bf5811bd7e6?fccid=d7fccd66f0c239ba&vjs=3;Lollicup Fresh;"
Available to work mornings, nights, weekends, & holidays.
You must get a food handlers card, if you don't already have one.
Must be 18 years of age or older.
";South Gate, CA 90280;Active 9 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Event Staff (Urban);https://indeed.com/rc/clk?jk=98a31167e8dcb417&fccid=d5ed649701daa3ce&vjs=3;Premier Staff;"
Be flexible to participate as a Busser, Server, Tray passer, Brand Ambassador, or Production Assistant at event to meet all client needs.
";Los Angeles, CA;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Part Time Busser;https://indeed.com/company/Terraza-Cha-Cha-Cha/jobs/Busser-e6262b745d1fbe1f?fccid=7031ed7210beedc4&vjs=3;LA Cha Cha Chá;"
Making sure finished tableware and utensils are cleared off guests' tables in a timely fashion.
Making sure tables are set correctly and neatly.
";Los Angeles, CA 90013 (Downtown area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;California Only- Part-time Sales Associate - Citadel Outlets-Aeropostale 1089;https://indeed.com/rc/clk?jk=62e54498b2d68175&fccid=2a4b53d79ad4b542&vjs=3;Aeropostale;"
In addition to your salary, Aeropostale, and its affiliated brands, offers a benefits package, including 401(k) plan, overtime pay, flexible work schedule and a…
";Commerce, CA 90040;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Assistant Store Manager;https://indeed.com/company/The-TJX-Companies,-Inc./jobs/Assistant-Store-Manager-bfb51f9a061ed51c?fccid=56f3f08c4fc3ba79&vjs=3;Marshalls;"
This is a bonus and overtime eligible position with a starting pay range of $22.50 to $28.85 per hour, which equates to approximately $55,575.00 - $71,260.00…
";Studio City, CA 91604;Active 10 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Cashier;https://indeed.com/rc/clk?jk=7830c15ccb70219d&fccid=a5a1e4e655771db1&vjs=3;Yoshinoya America, Inc.;"
We are currently recruiting part-time/full-time Cashier with a minimum of one year experience preferred.
Offering day and evening shifts and opportunities to…
";Los Angeles, CA 90023 (Boyle Heights area);Posted 26 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Apartment Leasing Consultant;https://indeed.com/company/JT-Solution-Partners-Inc./jobs/Leasing-Consultant-3b4108bb818acd7f?fccid=8dcd36eb998b001c&vjs=3;JT Solution Partners Inc.;"
We have a full-time leasing position available for an amazing apartment community here in DTLA, Ca.
All candidates must have minimum of 6 months experience in…
";Los Angeles, CA;Posted 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Unarmed Security Guard- Firewatch;https://indeed.com/company/National-Protectice-Service/jobs/Security-Guard-2db0b4d1ac5a104a?fccid=e2fb0f347a95d000&vjs=3;National Protective Service;"
National Protective Service is looking for a competent Security Officer to monitor our event premises and protect our staff and visitors.
";Los Angeles, CA;Active 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Front Desk Receptionist;https://indeed.com/company/Pure-Vitality-Rejuvenation-Center/jobs/Front-Desk-Receptionist-8d63362b0a2b36f5?fccid=01f3cc4de50b65cc&vjs=3;Pure Vitality Rejuvenation Center;"
Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records…
";West Hollywood, CA 90069 (West Hollywood area);Active 3 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Licensed Vocational Nurse;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0yWvS7addDkIY40wvSB_p_HfohA7Rb2AUzMFCzjDifFwaad9AA8M6FDx7l1tZxg3i_Hygjv2QxjVlMBNFx2IyHpdh3owaKkVi8l2pOZoiU1MWiDW2oFILGH6g-S2ebogIwXiIjVY00LKU6OWqjq3Y_pjPtCkD6dzHX8OOmNo1UrgRuYuU9DxLs3DTDWE2hnLlk8_VH8zuvFgziDf_RjVUfsPfs9HOE8xkFAeLQThVg7anRk0SjywY0SaFvShCRqkypRkoUg_INd-lWbOwBiRAPCE-ki1eUNkDtm64x4LCzsiEdk0kaYxL2ZpNLYY6TBH6l2yuA95vhk_RT_kStJfgG6hLNV5NVbe28MAZU-3c2bs5PFiFrc2LazBhOt7EqUp8Pqqbjhg2fzZO8XSL_FAN1KmXbAgYwitxVxOnn2SC86ElCMgAXJwRSdok9uLTsWkD8TccdgAUL5pciAhtqpx1s7DiKmStMWRrvOp9aeLtQbDCtFbKA9PeJws68brD92iZjU1wyBJFXHnIz8yn61BhCrCEQ0LIz9FJZNC3gun0Ppdo8CIH72rb6GCcZAOclOs=&xkcb=SoAF-_M3ML6BVdR8dR0GbzkdCdPP&p=12&fvj=1&vjs=3;South Central Family Health Center;"
Director. The LVN provides nursing care to patients of all ages; from pediatric to geriatric, within the LVN scope of practices.
";Los Angeles, CA;Active 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Bookkeeper;https://indeed.com/rc/clk?jk=ecfeefe5f5ce0489&fccid=4d4ece38dca0ed51&vjs=3;Baskin Robbins;"
Looking for an experienced bookkeeper who is willing to learn and has knowledge of using QB.
";Los Angeles, CA 90047 (Westmont area);Active 6 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Part- Time Front Office Receptionist;https://indeed.com/company/Kenneth-M.-Yates,-D.D.S./jobs/Front-Desk-Receptionist-db2a56b3c10d1692?fccid=496df380ae0081f7&vjs=3;Specialty Dental Office;"
Private dental office seeking an experienced front office employee for a part time position.
Duties to include phones, collections, insurance billing, treatment…
";Beverly Hills, CA 90212;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Part-Time Brand Ambassador;https://indeed.com/rc/clk?jk=3c7427435237dc09&fccid=535de7c767791408&vjs=3;Ralph Lauren;"
Part-Time Brand Ambassadors have a customer first mindset and are passionate about providing a personalized and inspiring shopping experience that exceeds the…
";Commerce, CA 90040;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Bouncer/Doorman;https://indeed.com/company/The-Doorman-Services-Llc/jobs/Doorman-c859d47e9fd25f25?fccid=1617054070602d2a&vjs=3;The Doorman Services;"
Job Types: Full-time, Part-time, Contract.
Customer service: 1 year (Preferred).
";Los Angeles, CA 90013 (Downtown area);Active 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Legal Receptionist;https://indeed.com/company/Nasseri-Law-Group/jobs/Legal-Receptionist-53e727425f1b6df4?fccid=6b302622400f9722&vjs=3;Nasseri Law Group;"
Whether assisting a client through the complex immigration process, defending a client's rights in criminal cases, or fighting for justice in personal injury…
";Los Angeles, CA 90014 (Downtown area);Posted 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;CASHIER;https://indeed.com/rc/clk?jk=2b406feea1accc36&fccid=0f75c847440c5b3a&vjs=3;Fire Wings;"
FIRE WINGS is a top growing brand that encourages our team to have fun by talking with guests, working flexible hours, and enjoying a 50% discount on our…
";Monterey Park, CA 91754;Active 3 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Full Time - Head Cashier – Flexible;https://indeed.com/rc/clk?jk=2606d4351ab3c04b&fccid=402f23c7b01ca527&vjs=3;Lowe's;"
Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience.
";Pico Rivera, CA 90660;Posted 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Junior Retail Sales Associate;https://indeed.com/company/The-Scent-Room/jobs/Junior-Retail-Sales-Associate-bba1a6627ff86081?fccid=adbc0f9a159a6021&vjs=3;The Scent Room;"
Job Types: Full-time, Part-time.
High school or equivalent (Required).
Retail sales: 3 years (Preferred).
";Los Angeles, CA 90004 (Windsor Square area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Retail Sales Print Associate;https://indeed.com/rc/clk?jk=1f9f5f4dfd1a0b7d&fccid=2c749d549b16ad16&vjs=3;Staples Stores;"
Bonus plan, flexible part time hours, generous paid time off, weekly pay, training, and career growth opportunities.
";Los Angeles, CA;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Bail Agent Assistant;https://indeed.com/company/Bail-Hotline-Bail-Bonds/jobs/Agent-Assistant-4d186aed0a4ae9dd?fccid=53934d2d871d9c2a&vjs=3;Bail Hotline Bail Bonds;"
Company-paid life insurance, health insurance and short-term disability insurance available at no cost to you!
";Los Angeles, CA;Active 9 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Server Assistant;https://indeed.com/rc/clk?jk=49f85d9b9102f779&fccid=2a2c9564cc332e3d&vjs=3;The Capital Grille;"
Medical, dental and vision coverage.
Multiple insurance options, wealth benefits and flexible spending accounts.
";Los Angeles, CA 90015 (Downtown area);Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Assistant Manager;https://indeed.com/company/Gap/jobs/Assistant-Manager-ea9768ffca3c4722?fccid=fce6a8fee1edf46b&vjs=3;GAP;"
As the Assistant Manager, you are responsible to execute the store business plan to achieve performance goals.
";Los Angeles, CA 90036 (Mid City West area);Active 10 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Commercial & Residential Painters Helper;https://indeed.com/rc/clk?jk=e76d8156803bbfa6&fccid=dd616958bd9ddc12&vjs=3;A. Allbright, Inc.;"
This is a full-time position (40 hours per week) plus overtime opportunities.
You must have a valid driver's license and a reliable vehicle because you will…
";Remote in Los Angeles, CA;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Licensed Vocational Nurse;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0yWvS7addDkIY40wvSB_p_HfohA7Rb2AUzMFCzjDifFwaad9AA8M6FDx7l1tZxg3i_Hygjv2QxjVlMBNFx2IyHpdh3owaKkVi8l2pOZoiU1MWiDW2oFILGH6g-S2ebogIwXiIjVY00LKU6OWqjq3Y_pjPtCkD6dzHX8OOmNo1UrgRuYuU9DxLjgamBMpG7UFIoBxWSo5taFyNMst8NpZpTuvBNayyGO2EtIwIXRViKra_EFHuzt0QCnbH7N4Hrr2FKQd1whuo283m9gIxQPURZxJd56kaMOXh9sVszNyDuHQp_kmynUO_XB_tPv1ZgNnZ9GWYH98Kxr23vK7Z1SZsyP4G1QnpivmGn1YOOEQ-6ng37LXYMlfa7lxoZYDHaDn809QR-AHhdg2OJO51EU23il26rsAhUGxFyK7r8nOUz-ZKq43EjWa7gPEz0p_YfVEfItAenShdPR4tBQK1wsTeIS_DCYkl_6ztQ5ld1IVoz0n9j8a_Cfm4ZTHrcB3kYQ4fJQ3Q_FMZ6NwmMEPxxMomS-ayp-4co79wu8N7RhuIH5_F6stDjfjqa_f2aohytmc=&xkcb=SoCq-_M3ML6fhuwY150AbzkdCdPP&p=11&fvj=1&vjs=3;South Central Family Health Center;"
Director. The LVN provides nursing care to patients of all ages; from pediatric to geriatric, within the LVN scope of practices.
";Los Angeles, CA;Active 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Pizza Cook;https://indeed.com/company/Hot-Tongue-Pizza/jobs/Pizza-Cook-d270048b8e8cc6d0?fccid=8f3e8f5067787372&vjs=3;Hot Tongue Pizza;"
Prepare high-quality pizzas according to customers’ orders.
To be successful as a Pizza Maker, you should ensure that kitchen safety protocol is properly…
";Los Angeles, CA 90039 (Silver Lake area);Active Today;
jobs that pay $15-$30 an hour;Los Angeles;General Runner;https://indeed.com/rc/clk?jk=6c4c23210b98bd84&fccid=0b6c496064ecd79a&vjs=3;Marriott International, Inc;"
Son fundamentales para garantizar el éxito del hotel.
La rango de pago para este puesto es de $22.41 a $24.90 por hora y ofrece beneficios de atención médica,…
";Los Angeles, CA 90015 (Downtown area);Posted 5 days ago;
jobs that pay $15-$30 an hour;Los Angeles;abercrombie kids - Brand Representative, Glendale Galleria;https://indeed.com/rc/clk?jk=2dceff3e55f77df3&fccid=05cb80f355ecde16&vjs=3;Abercrombie Kids Stores;"
They provide great customer service by anticipating and responding to customer needs.
They demonstrate a keen awareness of the store environment by ensuring…
";Glendale, CA;Posted 26 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Demands Assistant;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AW8fYbrrRQ4COt_sM_FkTcWC0GMvrMjmPOtRKiHuzK6T2fIJf0lCjJPCsLxmb8Ewe_1UFLChhSZf2T1JH5OSvVddEnv-TUSjJipSATEXdrzE6hPZFsuH0MGzwRwIw3GjzJ9ZamPKRlNz4BQvFUtORXBNR2wFyxW2xOnylFrZmzRkUQi9vhs_hOWXyiD6VNMes2gZtUDuI2kGbfRpBcx9b8E9YHJ192PnFNnVEp16L4aK2Ab_y3p5sgUeKmfHuhSWR_He_AWx1qAdNufWnpOuGa_GMH_kahGvDkci0lZ-Y4JPV4EUWf-pngfhZLdajsKd--oY4cVCaP2CKxfbjyorqbR4y5UxvLewJn_PLR6Z4UkC-wSafWCmIJBW3Gm84p2cVQFi6MSSveUc8Wn1mNXFrC4XwiIb4ZJC-jDZivBwHSEMGQakLqFeSugHg1KDGw8QmP_uqABy79SMEJGKVRQLRtgeAuVBiQHYKf8OifWwQTAiH0olz4adlrUo3CKR8e436u1j0Q30p1m4OODAjau5NCBDrXzmYFmhY9nqyIvY48umUD6Jx67GEWuZU_W3mr8hX2xwys58DCr-IJLKfDchdNeg1kZBcT2Z6y1VrOqmGynhHKehitvSNK1G7ZkRLqlqc-EhSLWPsEJbT5BbaE5kjug_76u_yBZYVJZfYMOkS63WNxIjzO5DzI9f0Af0p41-JOvWpNzwmY4A==&xkcb=SoB2-_M3ML6dVHgMjL0ObzkdCdPP&p=0&fvj=0&vjs=3;Wilshire Law Firm Plc;"
Assisting with med pay demands and making sure all medical payments are in for liens.
As our *Demands Assistant*, you will have the opportunity to assist our …
";Los Angeles, CA 90010 (Westlake area);Posted 5 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Valet Attendant for Special Events;https://indeed.com/company/Niku-Nashi/jobs/Parking-Attendant-05e2f553126c9b47?fccid=757973f11bb24470&vjs=3;Valet Girls;"
Valet Girls Parking was founded in Malibu in 1983.
We are celebrating our 40th Anniversary!
We are hiring ladies and gentlemen with valet parking experience to…
";Los Angeles, CA;Today;
jobs that pay $15-$30 an hour;Los Angeles;Part-time Bartender;https://indeed.com/company/Terraza-Cha-Cha-Cha/jobs/Bartender-5031bb7e39e993ef?fccid=7031ed7210beedc4&vjs=3;LA Cha Cha Chá;"
LA Cha Cha Cha in Downtown Arts District is looking for experienced Bartenders to join our team!
*LOOKING FOR FRIDAY, SATURDAY, AND SUNDAY AVAILABILITIES*.
";Los Angeles, CA 90013 (Downtown area);Active Today;
jobs that pay $15-$30 an hour;Los Angeles;Luxury Sales Associate;https://indeed.com/company/LA-TRADING-CO/jobs/Sales-Associate-b4a5fa881cec033b?fccid=09ae4ced7cca0ee6&vjs=3;TOF;"
Set your own pay rate up to $22/hr.
Thank you for your interest in this Client Advisor position in Los Angeles.
Assist on the sales floor and fitting room.
";Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Event Staff;https://indeed.com/company/Sterling-Venue-Ventures/jobs/Event-Staff-9a726a0a861fa444?fccid=abb22d8257c0eaaf&vjs=3;Sterling Venue Ventures;"
We are looking for individuals who are motivated and can work in a fast pace music and entertainment venue.
The job duties include guest services, ushering, and…
";Beverly Hills, CA 90211;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Bilingual Mobile Retail Sales Associate/ $20hr average All-In;https://indeed.com/company/Metro-by-T--Mobile-(authorized-dealer)/jobs/Bilingual-Retail-Salesperson-fab2e2701f768d48?fccid=d878289ccd35b440&vjs=3;Metro by T-Mobile (authorized dealer);"
Engage customers and welcome them to the Metro by T-Mobile family.
Explore and Discover, ask questions to determine the individual customer’s needs.
";Los Angeles, CA;Active 3 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Security Officer;https://indeed.com/rc/clk?jk=6f6004bc2873a914&fccid=20d72076b7a17fb1&vjs=3;Central Officers Security;"
At the lower end of the pay scale are unarmed security officers who patrol properties or provide additional crowd control for public events.
";Los Angeles, CA;Posted 24 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Retail Sales Associate;https://indeed.com/company/Mattress-and-Bedding-Store/jobs/Retail-Sales-Associate-c4cf08c533541a57?fccid=6fb1e5bfad347018&vjs=3;Naturepedic;"
We are currently seeking a seasoned retail sales team member to join our rapidly growing organic mattress brand, particularly in Los Angeles and Orange County…
";Los Angeles, CA;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Whole Foods Product Demostrator /Brand Amabassador;https://indeed.com/rc/clk?cmp=Samplers-Inc.&ti=Whole+Foods+Product+Demostrator+%2Fbrand+Amabassador&jk=be411e6168e03b39&fccid=201b3d16247d17f6&vjs=3;Samplers Inc.;"
We are looking for friendly, outgoing staff to work at Whole Foods allowing customers to try various products sold at the store.
Pay: $18.00 per hour.
";Los Angeles, CA;Active 27 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Rave Apparel Retail Associate (Seasonal/Part Time Available);https://indeed.com/company/Rave-Wonderland/jobs/Apparel-Associate-02ff06722d3df613?fccid=8cbb331f713d9699&vjs=3;Rave Wonderland;"
Rave Wonderland is a fun small business specializing in unique rave and lifestyle apparel.
We are looking to grow our retail team for the fall and winter season…
";Los Angeles, CA 90015 (Downtown area);Active 7 days ago;
jobs that pay $15-$30 an hour;Los Angeles;FT Sales Professional;https://indeed.com/rc/clk?jk=f4221a6146cc5391&fccid=535de7c767791408&vjs=3;Ralph Lauren;"
Pay Range: The pay range for this job is $16.5 - $22.5 per hour; actual pay is dependent on experience and geographic location.
";Los Angeles, CA;Posted 30+ days ago;
jobs that pay $15-$30 an hour;Los Angeles;Dental Front Receptionist, Dental Assistant;https://indeed.com/company/Garfield-Dental-Group/jobs/Dental-Receptionist-e567d45ce9d3a8ad?fccid=0a04c54f5a762fe3&vjs=3;Garfield Dental Group;"
We are seeking full time/Part time receptionist for our dental office.
Chinese (Mandarin or Cantonese) (Preferred).
Well organized and detail oriented.
";Monterey Park, CA 91754;Active 1 day ago;
jobs that pay $15-$30 an hour;Los Angeles;Dental Receptionist (No Weekends);https://indeed.com/rc/clk?jk=8feb165eab782466&fccid=18426db3b360ab39&vjs=3;CDG Management LLC-California Dental Group;"
At California Dental Group, our mission is to make a positive difference in the lives of youth and adults by offering the highest-quality dental care in a …
";Los Angeles, CA 90041 (Eagle Rock area);Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Back of the House Drink Cook;https://indeed.com/rc/clk?jk=79705ff71ff03a9d&fccid=e0a7a18ac43a84f3&vjs=3;7 Leaves Cafe;"
Looking for a stable and consistent job with flexible scheduling?
Join a dynamic and fast-growing company!
This job focuses on the creation and overall quality…
";Rosemead, CA 91770;Posted 12 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Licensed Vocational Nurse;https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0yWvS7addDkIY40wvSB_p_HfohA7Rb2AUzMFCzjDifFwaad9AA8M6FDx7l1tZxg3i_Hygjv2QxjVlMBNFx2IyHpdh3owaKkVi8l2pOZoiU1MWiDW2oFILGH6g-S2ebogIwXiIjVY00LKU6OWqjq3Y_pjPtCkD6dzHX8OOmNo1UrgRuYuU9DxLj9q1ZkZ6hzMZc6vWdnA36seioawJ2Y_L5CyKSHVPVzGyxSt_BNUiywGUsme7Z4PLPH_X8LfRWygDBXT7ULmduzEbS7oxDuItpRvQSsZI7NaMJNk1K61wesArBi6K3jdbGOSi1E7QVOeWvT2emKr_TC6h46S1TyRC0O0BohRS4pZhhfgi6i3Wq_la0Btpia6zUXhaVThTr9jadfr0_ByH7YNbg9Va-92JyWM6S2Pk2dFXOvy_y5u5lVbAY4lhHjuwW9RsiKk_oIt0BhnhQC929wDdR-cIBJMEe_WiuUMSOw1M7sh2Q8sCm4mGJKn7PSYrZZ0gXrBllIC3sOoJCvEmLOcZ86nCfluNa80t9VWC3dGeNv-6n8pcimBmTrVM8o67dgZKcmCsTwU=&xkcb=SoBM-_M3ML6dVGAMjL0PbzkdCdPP&p=14&fvj=1&vjs=3;South Central Family Health Center;"
Base Salary Range:* $53,632 - $63,348 plus benefits.
Company intro:* South Central Family Health Center (SCFHC) is a primary health care clinic that has been…
";Los Angeles, CA;Active 8 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Front Desk Attendant/Receptionist;https://indeed.com/company/usa-printng/jobs/Front-Desk-Receptionist-44c437bad185c8f6?fccid=15f9d54985eb3e7f&vjs=3;USA Printing;"
We are seeking a highly organized and reliable Front Desk Receptionist to join our team.
The successful candidate will be responsible for answering multiple…
";Los Angeles, CA 90046;Active 2 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Social Media Coordinator;https://indeed.com/rc/clk?jk=fab6cbd2910c5544&fccid=4d26472eb81eea76&vjs=3;Quixote Studios LLC;"
Pursuant to state and local pay disclosure requirements, the pay range for this role is $25.00 - $30.00 per hour.
";West Hollywood, CA 90046 (West Hollywood area);Posted 13 days ago;
jobs that pay $15-$30 an hour;Los Angeles;Music Marketing Ambassador;https://indeed.com/rc/clk?jk=e9606a032b137a15&fccid=eac377ee0816c002&vjs=3;Monster Energy;"
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed…
";Los Angeles, CA 90003;Posted 30+ days ago;
