search_keyword;search_location;job_title;job_posting_link;company_name;short_description;location;posted_date;rating
Software Engineer;Dallas;Java Technical Lead;https://indeed.com/company/PHOTON/jobs/Senior-Java-Developer-42905b6e2595e7f6?fccid=2991b2efe601571d&vjs=3;Photon;"
Deployment to cloud experience is a plus.
Location: Irving, TX / Jersey City, NJ (Hybrid)*.
A candidate should have 9+ years of experience working with Spring…
";Irving, TX;Active 10 days ago;
Software Engineer;Dallas;Senior Java Developer;https://indeed.com/rc/clk?jk=3c958dc51c31a266&fccid=57077bd28d6e3f33&vjs=3;Virtualware Innovations;"
Work with development teams and product managers to ideate software solutions and design client-side and server-side architecture.
";Dallas, TX 75204 (M Streets area);Posted 30+ days ago;
Software Engineer;Dallas;(USA) Principal Software Engineer;https://indeed.com/rc/clk?jk=2f39d4e848c7c72e&fccid=822bc5d9a49270ea&vjs=3;Walmart;"
Other great perks include 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, multiple health plans, and much more.
";Hybrid remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Staff Software Foundations Test Engineer, Dallas (R2138);https://indeed.com/rc/clk?jk=514a816221cc6bbe&fccid=0b5f38012a106aa9&vjs=3;SHIELD AI;"
Minimum of 4 years of real-world experience building test plans or automated test solutions for embedded systems.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;DevOps Engineer;https://indeed.com/rc/clk?jk=d761fb8d9e9fc68e&fccid=dd616958bd9ddc12&vjs=3;Almaden Genomics;"
Hands-on experience with CloudFormation, Terraform, or similar system management tools (e.g. Chef, Puppet, Ansible).
Implement CI/CD pipelines using Tekton.
";Hybrid remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Lead Software Engineer;https://indeed.com/rc/clk?jk=f192c9d569b25ef4&fccid=c23a7af3829111d0&vjs=3;Thrive;"
Being a member of IT Solutions team, you will provide technical expertise and may coordinate some day-to-day work for a team.
2 years of leadership experience.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Java Developer;https://indeed.com/company/DiamondPick-Private-Limited/jobs/Java-Developer-e8ca6af319eab2c0?fccid=8fe80a427042de5c&vjs=3;DiamondPick Private Limited;"
Hands-on individual contributor will be responsible for producing excellent quality of code, adhering to expected coding standards and industry best practices.
";Irving, TX;Active 2 days ago;
Software Engineer;Dallas;Senior Engineer - Full-stack developer;https://indeed.com/rc/clk?jk=b3accdb5736d342c&fccid=105ecfd0283f415f&vjs=3;Capgemini;"
Strong expertise with one of the cloud providers such as Azure, AWS or GCP.
Mentoring, coaching and learning programs.
Paid time off and paid holidays.
";Irving, TX;Posted 1 day ago;
Software Engineer;Dallas;Site Reliability Engineer;https://indeed.com/rc/clk?jk=7ebb8079920365ec&fccid=f94b9259af53c096&vjs=3;Gravitate;"
This person will have an opportunity to work directly with software architects and senior leadership to design monitoring strategies to keep our cloud…
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Principal Software Engineer (DevSecOps);https://indeed.com/rc/clk?jk=f8d849c19c38dc39&fccid=c9b9e477b3c84b4d&vjs=3;CBRE;"
Build cloud native applications using Open source and Microsoft technologies across multiple cloud platforms.
Develop and distribute Mobile apps built on native…
";Dallas, TX 75201 (Downtown area);Posted 30+ days ago;
Software Engineer;Dallas;Sr. Java Developer;https://indeed.com/company/Cognize-tech-solutions/jobs/Senior-Java-Developer-8190220444451a4b?fccid=f4398aa555827ed9&vjs=3;Cognize tech solutions;"
Angular is must with 6-7 years working experience.
Back End with 50% and full stack with 50% with angular.
";Dallas, TX 75201 (Downtown area);Active 17 days ago;
Software Engineer;Dallas;Software Developer;https://indeed.com/company/NEOTECH-SOLUTIONS/jobs/Software-Engineer-3c1110024bc713d5?fccid=b86aed1f8f09a8ab&vjs=3;NEOTECH Solutions;"
5-8+ Yrs Experience in embedded software development using C, C++ languages.
Linux embedded developments and associated tools (user space - kernel space as a…
";Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=5c5065c4fdf32354&fccid=77426fa86bb11d7c&vjs=3;Abbott Laboratories;"
Knowledge of software design patterns.
Experience with agile software development methodologies.
Provides effort estimates for software functionality.
";Irving, TX;Posted 8 days ago;
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=4a9bad3358470179&fccid=784ed0ea1f56bb8a&vjs=3;Apexon;"
7+ years of experience in Core Java.
Java 8, Functional Programing, Stream, Lambda.
Good idea of CICD Pipeline, Jenkins, Git.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;(Remote) Senior Backend Engineer, Corporate Travel;https://indeed.com/rc/clk?jk=d479b5329a93e940&fccid=71eb96af97fae7e9&vjs=3;Hopper;"
Proven track record of leading less-experienced engineers in building stable and scalable code.
Love for building customer centric software.
";Remote in Dallas, TX 75240;Posted 30+ days ago;
Software Engineer;Dallas;.Net Deveoper;https://indeed.com/rc/clk?jk=7a7b474c7cbaf849&fccid=57077bd28d6e3f33&vjs=3;Virtualware Innovations;"
As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module.
";Dallas, TX 75204 (M Streets area);Posted 30+ days ago;
Software Engineer;Dallas;Application Developer II;https://indeed.com/rc/clk?jk=bbf3e1aa87417d36&fccid=0bc96ca13613fe61&vjs=3;Andrews Distributing;What could be better than BEER and a great Career?!! The fact that you landed here indicates there may be something missing in your work. Maybe you are not…;Dallas, TX 75207;Posted 30+ days ago;
Software Engineer;Dallas;DevOps Engineer III;https://indeed.com/rc/clk?jk=c9de29fd177dbf92&fccid=c8439bc64efecd47&vjs=3;PriceSpider;Company: We are a company on a mission to breathe life back into the buyer's journey and help people fall back in love with the brands that make them thrive…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer - C++ / Java (FT);https://indeed.com/rc/clk?jk=74b4d0196e18991d&fccid=7338dffb69c67665&vjs=3;Royalty Staffing;What skills/experience do you need? Bachelor in Computer Science, Electrical Engineering, Computer Engineering or equivalent related experience. Systems…;Irving, TX;Posted 5 days ago;
Software Engineer;Dallas;Lead Software Engineer;https://indeed.com/rc/clk?jk=32049ca24172e21c&fccid=78bbcd26e39621f5&vjs=3;WELLS FARGO BANK;At Wells Fargo, we want to satisfy our customers' financial needs and help them succeed financially. We're looking for talented people who will put our…;Irving, TX+3 locations;Today;
Software Engineer;Dallas;.NET Application Developer;https://indeed.com/rc/clk?jk=8ca27b6f595000a8&fccid=e96fc15ba6fbc144&vjs=3;Technovatrix;Location: Dallas, Texas - Service Line: IT Consulting Description Solid background in object oriented design and programming ASP.NET and C# development…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=f1c584f0376caa9a&fccid=ab0280fdf6303da2&vjs=3;Ontada, a McKesson Company;McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and…;Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Genesys Voice Developer;https://indeed.com/company/Proit--inc/jobs/Developer-d98783cb288d4166?fccid=85d448fba55b49eb&vjs=3;proit-inc;Job Title :- Genesys Voice Developer Locations:- Pennington NJ, Charlotte NC, Dallas TX, Jersey City, NJ Full Time No C2C & NO H1B Should work…;Dallas, TX;Active 3 days ago;
Software Engineer;Dallas;System Programmer;https://indeed.com/rc/clk?cmp=shuntley%40advancial.org&ti=System+Programmer&jk=265e75b94de60589&fccid=1888eb985437093c&vjs=3;Advancial Federal Credit Union;Founded in 1937, Advancial is one of the oldest and largest credit unions in the country. We are an established and proactive full-service financial…;Hybrid remote in Dallas, TX 75231;Active 6 days ago;
Software Engineer;Dallas;. NET Full Stack Developer;https://indeed.com/rc/clk?jk=b5bdb7c2d62d3c13&fccid=601edf50ec1104d5&vjs=3;Purple Communications Inc;Full Stack Software Developer (.NET) We are looking for a highly skilled computer programmer comfortable with front- and back-end programming of desktop and…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Autoshell Developer;https://indeed.com/rc/clk?jk=5293820f9ba6614a&fccid=65670702cc8dce3a&vjs=3;Talent 101;Looking for your first stop in your new career and want to work for one of the best companies in the nation? Explore Your Career Possibilities: At Talent101…;Dallas, TX 75243 (Northeast Dallas area);Posted 30+ days ago;
Software Engineer;Dallas;Lead, Analytics Application Engineer (Backend Engineer) AMER;https://indeed.com/rc/clk?jk=1c9047ebb6891975&fccid=48270b2eee62c2c6&vjs=3;Bain & Company;WHAT MAKES US A GREAT PLACE TO WORK We are proud to be consistently recognized as one of the world's best places to work, a champion of diversity and a model…;Dallas, TX 75202 (Downtown area);Posted 30+ days ago;
Software Engineer;Dallas;Dot Net Developer;https://indeed.com/rc/clk?jk=5b08e6d532cc1287&fccid=57077bd28d6e3f33&vjs=3;Virtualware Innovations;Job Description Strong hands-on experience on .net and related technologies .Net framework 4.5+ Exposure to Dot Net Core a huge plus. Hands-on or past…;Dallas, TX 75204 (M Streets area)+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Senior Systems Programmer (DWU-Pumping);https://indeed.com/rc/clk?jk=4cc8987c9d312fb6&fccid=63dc47ddbc3a4e7d&vjs=3;City of Dallas, TX;Position Purpose The Senior Systems Programmer provides senior level leadership in the programming, documentation, implementation, monitoring, and…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior Software Engineer, Security and Identity;https://indeed.com/rc/clk?jk=24c787ce5a172c19&fccid=476d93416db83bc2&vjs=3;Verily;Dallas, TX or Bay Area or Boston, MA or Raleigh, NC Who We Are Verily is a subsidiary of Alphabet that is using a data-driven approach to change the way…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Site Reliability Engineer;https://indeed.com/rc/clk?jk=6f3f0b1bf41bb3c4&fccid=d709010bf50f2482&vjs=3;Apixio;Who We Are: Apixio is advancing healthcare with data-driven intelligence and analytics. Our Artificial Intelligence platform gives organizations across the…;Hybrid remote in Dallas, TX;Today;
Software Engineer;Dallas;Senior Software Engineer - POS/Payments;https://indeed.com/rc/clk?jk=9863e5a060cd3c30&fccid=c629e32155ebd42c&vjs=3;H-E-B;Overview: H-E-B is one of the largest, independently owned food retailers in the nation operating over 420+ stores throughout Texas and Mexico, with annual…;Dallas, TX 75220 (Northwest Dallas area)+2 locations;Posted 30+ days ago;
Software Engineer;Dallas;Senior Database Developer - Data Engineer;https://indeed.com/rc/clk?jk=30496981b261021b&fccid=ab0ada79aa360dc5&vjs=3;GuideStone;Experience GuideStone! We are an innovative organization that invests in the spiritual, relational, financial, physical and professional development of our…;Dallas, TX 75201 (Uptown area);Posted 30+ days ago;
Software Engineer;Dallas;Statistics Programmer Analyst II;https://indeed.com/rc/clk?jk=a12a7f169b2cff3f&fccid=81aeb22fa799405c&vjs=3;Federal Reserve Bank of Dallas;Company Federal Reserve Bank of Dallas We are dedicated to serving the public by promoting a strong financial system and a healthy economy for all. These…;Hybrid remote in Dallas, TX 75201;Posted 30+ days ago;
Software Engineer;Dallas;.Net Developer (FTE);https://indeed.com/company/Tekshapers-Inc/jobs/.NET-Developer-ac17295c5976a82c?fccid=466817453a8610a8&vjs=3;Tekshapers Inc;Role : .NET DEVELOPER WITH SSIS SSRS Location : Dallas, TX Type : FTE · .Net, C#, ASP.Net, MVC · SQL · SSIS and SSRS Job Type: Full-time Pay: $90…;Dallas, TX 75201 (Downtown area);Active 3 days ago;
Software Engineer;Dallas;Cloud Engineer, Azure;https://indeed.com/rc/clk?jk=2520718c3cc853e4&fccid=8a8d6bd18e1d77d8&vjs=3;Brado;Description We’re seeking an experienced Azure Cloud Engineer, who has expertise in the strategy, design, development, and implementation of projects in the…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Selenium Automation Engineer;https://indeed.com/rc/clk?jk=9b3d8cae5f72d3b3&fccid=57077bd28d6e3f33&vjs=3;Virtualware Innovations;Job Description Strong practical Experience in JAVA & practical experience on OOPS concepts Strong handson experience atleast for 3 years in Selenium. Solid…;Dallas, TX 75204 (M Streets area);Posted 30+ days ago;
Software Engineer;Dallas;Senior Engineer, Cellular 5G and 4G IOT, Lab Test;https://indeed.com/rc/clk?jk=9b164c5b4f932f67&fccid=9ee5c6d8daccfba4&vjs=3;Samsung Semiconductor;Advancing the World's Technology Together Our technology solutions power the tools you use every day-including smartphones, electric vehicles, hyperscale data…;Hybrid remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;AWS DevOps Engineer;https://indeed.com/rc/clk?jk=65d632cd8a88c8e1&fccid=532afac41b2663f7&vjs=3;EPAM Systems;We are seeking a highly skilled DevOps Engineer to join our team. As a DevOps Engineer, you will be responsible for managing and automating our software…;Dallas, TX 75201+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Microsoft 365 Architect;https://indeed.com/company/ampiO-Solutions/jobs/Software-Architect-390b48ddce1d34e1?fccid=a427c78849cc2b5e&vjs=3;ampiO Solutions;Microsoft 365 Architect ampiO Solutions is seeking a Microsoft Modern Workplace Architect with at least 7 years of experience in SharePoint and supporting…;Hybrid remote in Dallas, TX 75201;Posted 7 days ago;
Software Engineer;Dallas;Sr Dev Ops Engineer;https://indeed.com/rc/clk?jk=2d3311adc73dca19&fccid=9e215d88a6b33622&vjs=3;Deloitte;Are you a driven problem solver looking to help our clients tackle some of the most pressing challenges within Government and Public Services (GPS)? Join…;Dallas, TX 75201 (Downtown area)+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Sr. Java Full Stack Developer;https://indeed.com/company/TY-Software/jobs/Full-Stack-Developer-09c62ffecd30a52f?fccid=cdda017660aeffca&vjs=3;TY Software;Job Title Sr. Java Full Stack Developer Location Charlotte NC, Dallas TX , Jersey City NJ Minimum 7 + years - Full stack developer - web services, Java, UI…;Dallas, TX 75201 (Downtown area);Active 8 days ago;
Software Engineer;Dallas;Sr. Fullstack Java Developer;https://indeed.com/rc/clk?jk=e6d0d262880677bb&fccid=08363362f87332cc&vjs=3;Tek9 Solutions;Skill Requirement : Requires 6-8 years of experience with in IT Industry and with applicable skills. Qualification : Requires 6-8 years of experience with…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior Object Oriented Programmer (C++);https://indeed.com/company/Wisdom-Soft-Inc/jobs/Senior-Programmer-fe9f1bb12cef5b5f?fccid=8a66519b33750219&vjs=3;Wisdom Soft Inc;*Position: Senior Object-Oriented Programmer (C++) Location: Dallas, Texas Job Type: Hybrid Top skillsets include*: * C++ , 8 plus years * …;Dallas, TX;Just posted;
Software Engineer;Dallas;Software Engineer, VP - GS ETF Accelerator (Dallas, TX);https://indeed.com/rc/clk?jk=e78071aad93e3a96&fccid=16a97ed26c75bf2d&vjs=3;Goldman Sachs;Who We Are Goldman Sachs ETF Accelerator is a new digital platform that enables our institutional clients to quickly and efficiently, launch, list, and…;Dallas, TX 75201 (Uptown area);Posted 30+ days ago;
Software Engineer;Dallas;Senior Full Stack Software Engineer - Dallas, TX;https://indeed.com/rc/clk?jk=06358d3a34c2aeb3&fccid=c629e32155ebd42c&vjs=3;HEB;Overview: H-E-B is one of the largest, independently owned food retailers in the nation operating over 420+ stores throughout Texas and Mexico, with annual…;Dallas, TX 75220 (Northwest Dallas area);Posted 30+ days ago;
Software Engineer;Dallas;Software Developers II;https://indeed.com/rc/clk?jk=536072f6ac941128&fccid=064f6e7afd744a03&vjs=3;i2 IT Solutions;"
Design, develop, customize & maintain Software Applications.
Net, Bigdata, UI/UX Technologies, Mobile Technologies, Mainframe technologies, ERP and Cloud…
";Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Java Developer;https://indeed.com/rc/clk?jk=6a99c40429ce67a9&fccid=d38451346464f487&vjs=3;Artemis Consulting, Inc.;"
Must have knowledge message-brokering software such as RabbitMQ.
Must have knowledge with containerization software such as Docker and Podman.
";Dallas, TX 75225 (North Dallas area);Posted 8 days ago;
Software Engineer;Dallas;Senior DevOps Engineer;https://indeed.com/rc/clk?jk=bb996fb1b07da833&fccid=78b9007e9c9c2bd4&vjs=3;Swirlds Labs;"
You will primarily work with our engineering team to run their pre-production cloud workloads in GCP, support network upgrades and other software releases,…
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;API Developer;https://indeed.com/company/PHOTON/jobs/Developer-515b00f8bc0a9619?fccid=2991b2efe601571d&vjs=3;Photon;"
Provide technical guidance and mentorship to other engineers on the team.
Collaborate with developers, product managers, and other stakeholders to understand…
";Dallas, TX;Active 3 days ago;
Software Engineer;Dallas;Experienced Software Developer;https://indeed.com/rc/clk?jk=1e27040ceb66ce82&fccid=f55366d2b8af526c&vjs=3;VYNYL;"
We engage with clients using our Scrum-based agile methodology and we like nothing more than the opportunity to demo the latest iteration of the software or…
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Unique UI/UX Designer and JavaScript Technical Developer;https://indeed.com/rc/clk?jk=7d7fe7916445f694&fccid=915f4ccb6c93e69a&vjs=3;Crossroads Technologies;"
We are currently seeking an experienced UI/UX Designer, with preference toward individuals with development experience in JavaScript/Angular 5 or newer.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior C++ Developer;https://indeed.com/company/eTek-IT-Services,-Inc./jobs/C++-Developer-dfc74dc60cdf1e6a?fccid=d26c0e7281b07e9b&vjs=3;eTek IT Services, Inc.;"
Long term contract on w2, Hybrid.*.
Strong mainframe C development.
Source configuration (GIT or GITHUB).
";Dallas, TX;Posted 1 day ago;
Software Engineer;Dallas;Senior Machine Learning Engineer;https://indeed.com/rc/clk?jk=399f408effed00ea&fccid=09e02654c2f26bbd&vjs=3;Recruiting From Scratch;"
Collaborate closely with product managers and other engineers to understand business priorities, frame machine learning problems, architect machine learning…
";Remote in Dallas, TX 75205;Posted 30+ days ago;
Software Engineer;Dallas;DevOps Engineer;https://indeed.com/rc/clk?jk=44ef0bc0229ee25d&fccid=68ec8a8ee6cf5ac6&vjs=3;Xylem;"
Support and work with software engineers.
2+ years’ experience with Git or similar source control tools.
Excellent oral and written communication skills.
";Dallas, TX 75201;Posted 8 days ago;
Software Engineer;Dallas;Sr Software Engineering Manager;https://indeed.com/rc/clk?jk=526425cfd925739b&fccid=f36d675e2036b2e5&vjs=3;Digital Realty;"
2+ years of Agile software development experience, Scrum experience preferred.
You facilitate decisions about the design and implementation of software delivery…
";Remote in Dallas, TX 75201;Posted 30+ days ago;
Software Engineer;Dallas;.NET LEAD;https://indeed.com/company/RDS/jobs/Senior-.NET-Developer-5e959593a2bbd90b?fccid=c62119cb94cb7a08&vjs=3;rds;"
5 years or more experience building REST Based API using .
A total of 9+ years of experience showing career progression from Software Engineer to the Lead…
";Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Senior Automation Design Engineer - Remote (US);https://indeed.com/rc/clk?jk=621a997285e5f482&fccid=ea6bb53f0b18b8f2&vjs=3;Siemens;"
Analyze plans, construction contract specifications, and codes to determine project requirements and risks.
Design building and space pressurization solutions,…
";Remote in Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Full Stack Java Developer - Hybrid;https://indeed.com/rc/clk?jk=822cececb99e744d&fccid=5bcd1ef0a7f4fb99&vjs=3;Citi;"
Hands on coding experience on Core java, Spring and Spring boot.
Collaborate with a large global team of software engineers, business analysts, dev-ops and…
";Irving, TX+5 locations;Posted 20 days ago;
Software Engineer;Dallas;Member of technical Staff III - Tanzu Build Service - Opportunity for Working Remotely Dallas, TX;https://indeed.com/rc/clk?jk=93951d4acd9843ab&fccid=c762a27145bd166e&vjs=3;VMware;"
Our product managers and designers work side-by-side with our engineers in small, empowered teams, using Lean and UCD as guides.
";Remote in Dallas, TX;Posted 8 days ago;
Software Engineer;Dallas;iOS Developer;https://indeed.com/rc/clk?jk=f12cd38f093eb563&fccid=e96fc15ba6fbc144&vjs=3;Technovatrix;"
Experience with multithreaded software design and working knowledge of the general mobile software design patterns, architectures, trends, and emerging…
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Member of technical Staff III - Tanzu Build Service - Opportunity for Working Remotely Dallas, TX;https://indeed.com/rc/clk?jk=93951d4acd9843ab&fccid=c762a27145bd166e&vjs=3;VMware;"
Our product managers and designers work side-by-side with our engineers in small, empowered teams, using Lean and UCD as guides.
";Remote in Dallas, TX;Posted 8 days ago;
Software Engineer;Dallas;UI/UX Developer;https://indeed.com/rc/clk?jk=a8e8665f6143d6cf&fccid=02bd2bdda97deebf&vjs=3;Hearst Media Services;"
3+ years' experience as a front-end developer.
Homecare Homebase has an opening for a full-time UI/UX Developer.
Work on multiple projects with deadlines.
";Dallas, TX 75206 (M Streets area);Posted 30+ days ago;
Software Engineer;Dallas;Software Compliance Engineer (Medical Device);https://indeed.com/rc/clk?jk=a4a0358551a5110e&fccid=81afca2b6beac17a&vjs=3;Spectral MD Inc;"
The Software Compliance Engineer at Spectral MD is responsible for generating requirements, performing risk analyses, and system and software traceability as…
";Dallas, TX 75201 (Uptown area);Posted 30+ days ago;
Software Engineer;Dallas;Entry to Mid Level Mobile App Developer.;https://indeed.com/rc/clk?jk=20d954af3d3df1bb&fccid=fb97ab53c1134fb9&vjs=3;Adidev Technologies Inc;"
Comfortable with Git and source control.
Familiarity with cloud message APIs and push notifications.
Gather requirements and provide accurate and realistic…
";Irving, TX 75060;Active 2 days ago;
Software Engineer;Dallas;Senior Java Developer (Hybrid);https://indeed.com/rc/clk?jk=d1faf1d7052caf20&fccid=5bcd1ef0a7f4fb99&vjs=3;Citi;"
The position is based in Texas and requires managing day to day delivery work, ensuring adherence to process and quality, and identifying project/program…
";Irving, TX+6 locations;Posted 30+ days ago;
Software Engineer;Dallas;Staff Software Engineer - AdTech;https://indeed.com/rc/clk?jk=d46fc28ef90fa878&fccid=f3e9855b5ce57ebe&vjs=3;Sam's Club;"
Other great perks include 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, multiple health plans, and much more.
";Dallas, TX 75202 (Downtown area);Posted 30+ days ago;
Software Engineer;Dallas;Software Engineering Manager;https://indeed.com/rc/clk?jk=5b1947b7403434af&fccid=bfc4198cc4e8d619&vjs=3;TCP;"
Trusted by tens of thousands of customers and millions of users, TCP delivers best-in-class technology and personalized support to organizations of all sizes in…
";Hybrid remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Hadoop Developer;https://indeed.com/company/Aevon-Inc/jobs/Hadoop-Developer-ae673621ef8dbc0e?fccid=414627a7e77b0eb4&vjs=3;Okaya Corp;"
Provide innovative tactical solutions when necessary to meet operational requirements.
Minimum 10+ years of experience.
Previous platform-as-a-service exposure.
";Dallas, TX 75201 (Downtown area);Posted 1 day ago;
Software Engineer;Dallas;Hadoop Developer;https://indeed.com/company/Proit--inc/jobs/Hadoop-Developer-823aa30f6072f57b?fccid=85d448fba55b49eb&vjs=3;proit-inc;"
Provide innovative tactical solutions when necessary to meet operational requirements.
No Visa Dependent candidates for this role Hybrid model.
";Dallas, TX;Posted 1 day ago;
Software Engineer;Dallas;Sr Software Engineer II (Embedded);https://indeed.com/rc/clk?jk=a315a7dcf3b24858&fccid=90b07f1fecfcc175&vjs=3;Tandem Diabetes Care Inc.;"
Experience in the field of embedded software for medical device software or related area preferred.
Proficient knowledge of embedded software design patterns.
";Dallas, TX;Posted 28 days ago;
Software Engineer;Dallas;Mainframe Developer - 4867417;https://indeed.com/rc/clk?jk=75bde5c4b62aaa4c&fccid=a4e4e2eaf26690c9&vjs=3;Accenture;"
5 years of Developer experience with COBOL, VSAM, JCL, Eztrieve, CA 7.
5 years of hands on experience in CICS.
5 experience with setting up MQs.
";Irving, TX 75039 (Las Colinas Urban Center area)+2 locations;Posted 12 days ago;
Software Engineer;Dallas;C# Developer;https://indeed.com/rc/clk?jk=4c15a4371bc95e5c&fccid=4d59524686a2566c&vjs=3;Hilltop Holdings, Inc.;"
Install, customize and integrate system/software packages.
Develop, test and implement new systems and/or software.
Resolve complex technical design issues.
";Dallas, TX 75201 (Downtown area);Posted 30+ days ago;
Software Engineer;Dallas;Software Developer;https://indeed.com/rc/clk?jk=8b8c97c769142079&fccid=ad06d08ec18a4388&vjs=3;Narvee Technologies;"
5.Experience with Google Cloud Platform, Google cloud storage, Big Table, Big Query, Cloud DataProc, Cloud Dataflow, and Cloud composer.
";Dallas, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;TOOLING INTEGRATION & SOFTWARE DEVELOPMENT SUPPORT;https://indeed.com/rc/clk?jk=e350ddbc1edf2a15&fccid=34fc911709e72a9a&vjs=3;STAND 8;"
Seeking API integration programmer who will take personal ownership for fully understanding the details of work assigned and learning what is needed to do the…
";Dallas, TX;Posted 28 days ago;
Software Engineer;Dallas;Java Full Stack Developer;https://indeed.com/company/PLAXONIC/jobs/Full-Stack-Developer-190efc4257069864?fccid=00c1e9093e1e5e65&vjs=3;Plaxonic;"
Java 11: 5 years (Required).
Job Type: Full Time Role.
Tech Stack- Java 11, Spring, microservices, Database (RDBMS/Oracle 19c), Hibernate, Spring Boot, Linux.
";Irving, TX;Active 14 days ago;
Software Engineer;Dallas;Application Developer - 4854458;https://indeed.com/rc/clk?jk=77f598dbe6ca4a7e&fccid=a4e4e2eaf26690c9&vjs=3;Accenture;"
Minimum of 5 years of Java Spring Boot.
Minimum of 5 years of experience in Core Java.
Accenture Flex employees work in their local metro area onsite at the…
";Irving, TX 75039 (Las Colinas Urban Center area)+1 location;Posted 13 days ago;
Software Engineer;Dallas;Graphic Designer and WordPress Website Developer;https://indeed.com/company/Commercial-Ideas/jobs/Wordpress-Developer-f68e54ca6eb2775e?fccid=d2a0f8dbe8d03844&vjs=3;Commercial Ideas;"
Highly creative, analytical, and detail-oriented.
Ability to maintain and manage projects, with efficiency, in order to meet deadlines.
";Hybrid remote in Dallas, TX 75206;Active 28 days ago;
Software Engineer;Dallas;Flink Engineer;https://indeed.com/company/Purple-Drive-Technologies/jobs/Engineer-e67428742ea1e57a?fccid=b50885016c495d25&vjs=3;Purple Drive Technologies;"
Seasoned Java developer who knows about all aspects of SDLC.
Flink Sr. Developer, who has implemented and dealt with failure scenarios of processing data…
";Dallas, TX;Active 28 days ago;
Software Engineer;Dallas;Job Title: Angular Fullstack Developer Job Location: Dallas, TX (Hybrid) Job Type: Contract;https://indeed.com/rc/clk?jk=492b55e7d2630c7c&fccid=e23935f4162cbba9&vjs=3;Global Information Technology;"
Minimum 6+ years of experience in software engineering (specifically, designing, architecting, building, deploying, and supporting n-tier responsive web…
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Cloud Engineer - Remote, United States;https://indeed.com/rc/clk?jk=ba58df1eb00a46ff&fccid=aaa0275ba9dfc44d&vjs=3;Smile DH;"
Demonstrated experience in translating customer requirements to net new infrastructure to address business needs.
Document best practices and lessons learned.
";Remote in Irving, TX;Posted 23 days ago;
Software Engineer;Dallas;Software Engineering Manager;https://indeed.com/company/Marathon-TS/jobs/Software-Engineering-Manager-c76ec2bebbbd0408?fccid=971bf8a08036ad35&vjs=3;Marathon TS;"
Experience in managing software development with a consistent track record of on-time delivery of high-quality software.
Java,Node.js,Go: 5 years (Preferred).
";Irving, TX;Active 8 days ago;
Software Engineer;Dallas;Senior Software Engineering Lead;https://indeed.com/rc/clk?jk=2a90f8320d116d80&fccid=810178099fb1fcbc&vjs=3;UST;"
Implement and manage change when necessary to meet project outputs.
Depending on the role, some associates may also be eligible for stock options.
";Dallas, TX;Today;
Software Engineer;Dallas;DevOps Engineer - Ancillary;https://indeed.com/rc/clk?jk=b5bde9054a60ca0b&fccid=9b77e2b0ccfb3838&vjs=3;Costco Wholesale;"
We offer a comprehensive package of benefits including paid time off, health benefits — medical/dental/vision/hearing aid/pharmacy/behavioral health/employee…
";Dallas, TX;Posted 30+ days ago;
